V* FZ Cnc,08 59 10.7310,+18 08 05.501,-48.619,-68.707,6.38,4.5077,M,,,HD  76830,SAO  98276,HIP 44126,HR  3577,Gaia DR2 612253360481473664,Gaia DR3 612253364778494592
V* FZ Vel,08 58 52.3517,-47 14 04.859,-83.632,53.672,5.146,13.8681,A,,,HD  77140,SAO 220717,HIP 44093,HR  3588,Gaia DR2 5330109153698032640,Gaia DR3 5330109153698032640
V* GG Lup,15 18 56.3746,-40 47 17.596,-19.219,-21.791,5.604,6.6639,B,,,HD 135876,SAO 225647,HIP 74950,HR  5687,Gaia DR2 6005849243285423104,Gaia DR3 6005849243285423104
V* GK Vel,09 25 07.8550,-43 58 35.766,-49.221,41.086,6.371,3.5307,M,,,HD  81575,SAO 221146,HIP 46194,,Gaia DR2 5424088157738631552,Gaia DR3 5424088157738631552
V* GM Lup,15 04 42.9011,-40 51 40.841,-15.351,-32.601,6.4,3.988,M,,,HD 133220,SAO 225422,HIP 73764,HR  5604,Gaia DR2 6004945547805915520,Gaia DR3 6004945547805915520
V* GO And,00 50 18.2653,+45 00 08.135,65.57,4.662,6.15,9.6184,A,,,HD   4778,SAO  36702,HIP 3919,HR   234,Gaia DR2 377540789395063552,Gaia DR3 377540789395063552
V* GW Eri,04 11 36.2037,-20 21 22.156,45.402,50.954,5.8,11.7466,A,,,HD  26591,SAO 169206,HIP 19571,HR  1300,Gaia DR2 5092516888640338560,Gaia DR3 5092516888640338560
V* GX Leo,10 56 16.8528,+22 21 06.051,-36.273,7.599,6.139,2.9602,K,,,HD  94720,SAO  81589,HIP 53472,HR  4269,Gaia DR2 3988899787524692352,Gaia DR3 3988899787524692352
V* GX Peg,22 31 34.3513,+29 32 33.935,-29.326,-32.336,6.33,7.8282,K,,,HD 213534,SAO  90568,HIP 111191,HR  8584,Gaia DR2 1882432630526896000,Gaia DR3 1882432630526896000
V* GY And,01 38 31.8255,+45 23 58.935,-17.292,-1.386,6.38,7.1093,A,,,HD   9996,SAO  37393,HIP 7651,HR   465,Gaia DR2 350556609386670592,Gaia DR3 350556609386670592
V* GY Vel,10 16 40.1343,-51 12 16.694,-40.971,11.55,6.3,5.1127,M,,,HD  89273,SAO 237858,HIP 50332,HR  4045,Gaia DR2 5358392578511815168,Gaia DR3 5358392578511815168
V* GZ Eri,04 18 16.0768,-20 42 54.932,4.409,19.739,6.052,3.2262,M,,,HD  27362,SAO 169317,HIP 20075,HR  1345,Gaia DR2 5091648579396153856,Gaia DR3 5091648579396153856
V* GZ Vel,10 19 36.7527,-55 01 45.499,-13.652,2.168,4.543,1.8988,K,,,HD  89682,SAO 237916,HIP 50555,HR  4063,Gaia DR2 5355253335378307968,Gaia DR3 5355253335382594176
V* HO Peg,21 52 18.1836,+21 16 23.383,15.642,24.046,6.33,3.1294,M,,,HD 207932,SAO  90059,HIP 107956,HR  8350,Gaia DR2 1793035016563051392,Gaia DR3 1793035016563051392
V* HQ CMa,07 20 54.9153,-26 57 49.812,-4.135,5.821,5.986,1.5391,B,,,HD  57593,SAO 173522,HIP 35611,HR  2800,Gaia DR2 5613017756143699456,Gaia DR3 5613017756143699456
V* HQ Hya,08 19 15.0829,-10 09 56.704,-42.327,37.947,6.3,9.0583,F,,,HD  69997,SAO 154105,HIP 40766,HR  3265,Gaia DR2 5752319587242739840,Gaia DR3 5752319587242739840
V* HR CMa,06 32 46.8731,-11 09 58.987,-14.835,5.028,6.24,5.0237,G,,,HD  46407,SAO 151625,HIP 31205,HR  2392,Gaia DR2 3001776836731440000,Gaia DR3 3001776836731440000
V* HR Lib,15 56 33.3736,-14 49 45.972,70.684,-34.56,6.117,19.9832,F,,,HD 142703,SAO 159587,HIP 78078,HR  5930,Gaia DR2 6262796555119019392,Gaia DR3 6262796555119019392
V* HR Lup,15 08 12.1238,-40 35 02.155,-28.686,-31.533,5.79,9.4922,B,,,HD 133880,SAO 225474,HIP 74066,HR  5624,Gaia DR2 6005290206037557760,Gaia DR3 6005290206037557760
V* HR Peg,22 54 35.6272,+16 56 30.606,14.754,-7.814,6.36,2.1405,S,,,HD 216672,SAO 108246,HIP 113131,HR  8714,Gaia DR2 2829186324715284480,Gaia DR3 2829186324715284480
V* HT Lac,22 05 16.4991,+46 44 41.407,-29.684,-20.706,6.13,3.5303,M,,,HD 209857,SAO  51632,HIP 109033,HR  8421,Gaia DR2 1975079709369839360,Gaia DR3 1975079709369839360
V* HU Tau,04 38 15.8301,+20 41 05.009,-12.899,-7.198,5.842,7.8722,B,,,HD  29365,SAO  76680,HIP 21604,HR  1471,Gaia DR2 3411229847309096704,Gaia DR3 3411229847309096704
V* HW Vel,08 39 23.8445,-53 26 23.167,-25.007,23.327,5.439,6.2738,B,,,HD  74071,SAO 236151,HIP 42459,HR  3440,Gaia DR2 5318113550566048256,Gaia DR3 5318113550566048256
V* HX Vel,08 42 16.1925,-48 05 56.748,-3.714,4.758,5.468,0.9479,B,,,HD  74455,SAO 220313,HIP 42712,HR  3462,Gaia DR2 5329122067149201152,Gaia DR3 5329122067149201152
V* HY Vel,08 42 25.3866,-53 06 50.343,-24.545,23.532,4.815,6.6507,B,,,HD  74560,SAO 236205,HIP 42726,HR  3467,Gaia DR2 5318486456796462848,Gaia DR3 5318486456810851072
V* HZ CMa,06 50 23.3482,-31 42 21.808,-2.874,15.309,5.747,5.1421,B,,,HD  50123,SAO 197263,HIP 32810,HR  2545,Gaia DR2 5583324035874959360,Gaia DR3 5583324035874959360
V* HZ Lup,15 06 33.1978,-30 55 06.533,-25.115,-34.121,5.977,8.154,A,,,HD 133652,SAO 206300,HIP 73937,HR  5619,Gaia DR2 6211629647647250944,Gaia DR3 6211629647647250944
V* HZ Vel,08 49 52.3521,-39 08 29.771,-63.354,40.784,6.368,13.9138,A,,,HD  75654,SAO 199682,HIP 43354,HR  3517,Gaia DR2 5525892587887744640,Gaia DR3 5525892587887744640
V* II Hya,11 48 45.0827,-26 44 59.200,-34.963,-10.68,5.11,6.9769,M,,,HD 102620,SAO 180208,HIP 57613,HR  4532,Gaia DR2 3490322803936863360,Gaia DR3 3490322803937287680
V* IK Peg,21 26 26.6611,+19 22 32.310,80.499,16.657,6.064,21.6789,K,,,HD 204188,SAO 107138,HIP 105860,HR  8210,Gaia DR2 1787127787263968640,Gaia DR3 1787127787263968640
V* IL CMa,07 06 00.4870,-30 39 20.558,-11.383,5.471,6.325,3.3292,B,,,HD  54031,SAO 197566,HIP 34248,HR  2680,Gaia DR2 5604686034976764928,Gaia DR3 5604686034976764928
V* IM Peg,22 53 02.2663,+16 50 28.300,-21.185,-27.444,5.89,10.1655,K,,,HD 216489,SAO 108231,HIP 112997,HR  8703,Gaia DR2 2829193299742131328,Gaia DR3 2829193299742131328
V* IQ Aqr,20 49 17.2377,-00 33 48.013,-26.546,-25.268,6.36,4.7928,M,,,HD 198272,SAO 144841,HIP 102770,,Gaia DR2 4227108706805769216,Gaia DR3 4227108706805769216
V* IQ Aur,05 19 00.0284,+33 44 54.220,13.573,-29.028,5.371,7.0526,A,,,HD  34452,SAO  57884,HIP 24799,HR  1732,Gaia DR2 181233674136088960,Gaia DR3 181233674136088960
V* IQ Vir,11 53 50.2771,+00 33 07.613,-41.92,3.197,6.29,8.0973,A,,,HD 103313,SAO 119100,HIP 58002,HR  4555,Gaia DR2 3795348082763752192,Gaia DR3 3795348082763752192
V* IS Gem,06 49 41.3134,+32 36 24.334,-36.468,-49.008,5.708,7.4397,K,,,HD  49380,SAO  59521,HIP 32740,HR  2512,Gaia DR2 937631359747861504,Gaia DR3 937631359749696640
V* IS Vel,08 09 43.1541,-47 56 13.890,-6.425,9.739,5.217,2.9098,B,,,HD  68324,SAO 219515|SAO 219513,HIP 39970,HR  3213,Gaia DR2 5516167755443050368,Gaia DR3 5516167755443050368
V* IV Vel,09 57 10.9399,-52 38 19.614,-9.655,4.66,6.115,1.6021,B,,,HD  86466,SAO 237526,HIP 48799,HR  3941,Gaia DR2 5404746747471743232,Gaia DR3 5404746747471743232
V* IW Per,03 33 35.0341,+39 53 58.116,15.466,-46.526,5.776,17.7106,A,,,HD  21912,SAO  56538,HIP 16591,HR  1078,Gaia DR2 236572025642774400,Gaia DR3 236572025642774400
V* IW Vel,10 57 07.8469,-50 45 54.060,-37.844,12.959,5.898,9.2015,A,,,HD  94985,SAO 238622,HIP 53530,HR  4274,Gaia DR2 5360285765724531200,Gaia DR3 5360285765724531200
V* KK And,01 34 16.6199,+37 14 13.793,7.268,-15.641,5.91,5.1347,B,,,HD   9531,SAO  54788,HIP 7321,HR   446,Gaia DR2 322210134469243008,Gaia DR3 322210134469243008
V* KM CMa,06 31 23.9948,-32 52 06.766,-17.838,7.828,6.34,2.3779,M,,,HD  46347,SAO 196905,HIP 31086,,Gaia DR2 2892069009618363520,Gaia DR3 2892069009618363520
V* KP Per,03 32 38.9776,+44 51 20.734,0.725,-6.076,6.41,1.839,B,,,HD  21803,SAO  38927,HIP 16516,HR  1072,Gaia DR2 241678947918118912,Gaia DR3 241678947918118912
V* KQ Lup,15 29 19.2701,-38 38 06.118,-30.501,-73.238,6.43,16.5905,F,,,HD 137785,SAO 206695,HIP 75818,,Gaia DR2 6006345775864994944,Gaia DR3 6006345775864994944
V* KQ Pup,07 33 47.9667,-14 31 26.054,-6.997,3.998,4.97,1.3538,M,,,HD  60414|HD  60415,SAO 153072,HIP 36773,HR  2902,Gaia DR2 3030133379055575424,Gaia DR3 3030133379058134144
V* KQ Vel,10 55 01.0131,-42 15 03.962,-44.199,-1.218,6.11,6.0225,A,,,HD  94660,SAO 222422,HIP 53379,HR  4263,Gaia DR2 5388486280466017536,Gaia DR3 5388486280466017536
V* KT Vel,08 42 18.9916,-53 06 00.204,-21.8,24.248,5.474,6.5561,B,,,HD  74535,SAO 236202,HIP 42715,HR  3466,Gaia DR2 5318485043754606848,Gaia DR3 5318485048061677952
V* KX CMa,06 53 00.2995,-26 57 27.477,-10.915,-65.652,6.44,4.2196,M,,,HD  50648,SAO 172504,HIP 33040,HR  2567,Gaia DR2 2919162827256917376,Gaia DR3 2919162827256917376
V* KZ Cam,03 38 19.7334,+56 55 57.775,27.145,-33.909,6.282,7.2882,B,,,HD  22316,SAO  24133,HIP 16974,HR  1094,Gaia DR2 448776116237692928,Gaia DR3 448776116237692928
V* LN Vir,13 14 31.2834,+11 19 53.963,69.175,-54.272,5.67,6.1924,M,,,HD 115046,SAO 100473,HIP 64607,HR  4998,Gaia DR2 3736341141991450240,Gaia DR3 3736341141991450240
V* LO Hya,08 28 29.1527,-02 31 01.652,-9.57,-10.45,6.41,13.41,A,,,HD  71663,SAO 135958,HIP 41564,HR  3337,,Gaia DR3 3072894691921171456
V* LP TrA,16 46 39.9916,-67 06 34.885,-15.023,-13.646,5.1,4.9629,A,,,HD 150549,SAO 253688,HIP 82129,HR  6204,Gaia DR2 5815335798395300864,Gaia DR3 5815335798395300864
V* LS CMa,07 01 05.9462,-25 12 56.281,-4.638,5.332,5.635,2.1591,B,,,HD  52670,SAO 172763,HIP 33804,HR  2640,Gaia DR2 2921234311465446272,Gaia DR3 2921234311465446272
V* LU Del,20 41 58.1645,+17 31 17.364,15.091,43.74,6.238,7.4534,G,,,HD 197249,SAO 106396,HIP 102158,HR  7923,Gaia DR2 1811510179166912128,Gaia DR3 1811510179166912128
V* LV Dra,19 00 13.6777,+50 32 00.478,7.185,2.659,5.377,5.1058,B,,,HD 177003,SAO  31311,HIP 93299,HR  7210,Gaia DR2 2132364508422993024,Gaia DR3 2132364508422993024
V* LV Hya,11 57 03.7456,-33 18 55.653,-51.398,-4.959,6.189,8.5308,B,,,HD 103789,SAO 202971,HIP 58272,HR  4571,Gaia DR2 3466791945137514368,Gaia DR3 3466791945137514368
V* LW Vel,10 13 22.8441,-51 13 58.690,-40.007,-13.609,5.265,20.1408,F,,,HD  88824,SAO 237804,HIP 50070,HR  4017,Gaia DR2 5358497306994484608,Gaia DR3 5358497306994484608
V* LX TrA,15 27 33.0785,-64 31 53.399,-14.518,-20.516,5.706,4.9348,K,,,HD 137066,SAO 253174,HIP 75665,HR  5725,Gaia DR2 5825105027958594432,Gaia DR3 5825105027958594432
V* LZ CMa,07 09 43.0236,-25 13 51.720,-4.494,3.394,5.69,1.5724,B,,,HD  54912,SAO 173101,HIP 34579,HR  2704,Gaia DR2 5611395220573653504,Gaia DR3 5611395220573653504
V* MO Hya,12 51 57.8968,-26 44 17.772,-109.962,32.272,6.141,16.0926,F,,,HD 111786,SAO 181169,HIP 62788,HR  4881,Gaia DR2 3495820568233709952,Gaia DR3 3495820568233709952
V* MX TrA,16 59 33.9601,-69 16 05.373,-14.15,-13.233,5.89,5.2209,A,,,HD 152564,SAO 253756,HIP 83150,HR  6276,Gaia DR2 5808183303451658112,Gaia DR3 5808183303451658112
V* MZ CMa,07 21 04.3320,-25 53 29.921,-13.22,12.706,5.886,4.6281,M,,,HD  57615,SAO 173529,HIP 35626,HR  2802,Gaia DR2 5616215788791371776,Gaia DR3 5616215788793994240
V* MZ Pup,08 04 16.1895,-32 40 29.389,-5.736,6.83,5.12,0.8126,M,,,HD  66888,SAO 198764,HIP 39487,HR  3170,Gaia DR2 5547686493207863424,Gaia DR3 5547686493207863424
V* NO Aps,17 31 27.4666,-80 51 32.876,-3.662,-43.943,5.856,4.1479,M,,,HD 156513,SAO 258769,HIP 85760,HR  6429,Gaia DR2 5774447400486874112,Gaia DR3 5774447400486874112
V* NO Aur,05 40 42.0497,+31 55 14.197,0.061,-2.959,6.21,0.9189,M,,,HD  37536,SAO  58322,HIP 26718,HR  1939,Gaia DR2 3447781290310332672,Gaia DR3 3447781290310332672
V* NO Vel,08 13 36.1528,-46 59 29.862,-8.143,10.357,5.127,2.7446,B,,,HD  69144,SAO 219629,HIP 40285,HR  3244,Gaia DR2 5519315829032177152,Gaia DR3 5519315829032177152
V* NP Gem,07 02 25.5338,+17 45 19.870,19.639,26.865,5.94,4.1788,M,,,HD  52554,SAO  96407,HIP 33929,HR  2631,Gaia DR2 3361342187261105152,Gaia DR3 3361342187261105152
V* NP Pup,06 54 26.6835,-42 21 56.058,-1.568,20.239,6.27,1.7266,C,,,HD  51208,SAO 218296,HIP 33189,HR  2591,Gaia DR2 5562479631873801984,Gaia DR3 5562479631873801984
V* NS Hya,09 06 59.9393,+01 27 45.694,-10.745,-15.887,6.17,2.8116,M,,,HD  78196,SAO 117432,HIP 44738,HR  3618,Gaia DR2 3843646226956763520,Gaia DR3 3843646226956763520
V* NU Pav,20 01 44.7445,-59 22 33.226,21.291,-24.314,5.13,5.9102,M,,,HD 189124,SAO 246389,HIP 98608,HR  7625,Gaia DR2 6444391655037698048,Gaia DR3 6444391655040244992
V* NV Peg,21 28 59.7726,+22 10 45.980,35.205,5.691,5.95,3.9121,M,,,HD 204585,SAO  89737,HIP 106062,HR  8223,Gaia DR2 1790986901279212672,Gaia DR3 1790986901279212672
V* NZ Gem,07 42 03.2180,+14 12 30.622,-1.762,-9.981,5.56,2.7258,M,,,HD  61913,SAO  97157,HIP 37521,HR  2967,Gaia DR2 3164322073068316800,Gaia DR3 3164322073068316800
V* NZ Pav,19 51 01.2364,-65 36 18.317,100.527,-158.483,6.022,16.8138,F,,,HD 186786,SAO 254669,HIP 97674,HR  7524,Gaia DR2 6428420939412275328,Gaia DR3 6428420939413735424
V* NZ Peg,21 39 01.1887,+20 15 55.623,122.189,-1.203,5.762,25.0683,F,,,HD 206043,SAO  89871,HIP 106897,HR  8276,Gaia DR2 1786774019397408768,Gaia DR3 1786774019397408768
V* OP And,01 36 27.2005,+48 43 22.000,-15.676,-17.705,6.22,6.339,K,,,HD   9746,SAO  37351,HIP 7493,HR   454,Gaia DR2 399594587467372544,Gaia DR3 399594587467372544
V* OP Her,17 56 48.5269,+45 21 03.060,15.615,-31.953,6.32,3.4585,M,,,HD 163990,SAO  47080,HIP 87850,HR  6702,Gaia DR2 1349637195812633984,Gaia DR3 1349637195812633984
V* OU And,23 49 40.9595,+36 25 31.013,-0.634,-47.74,5.9,7.2647,G,,,HD 223460,SAO  73535,HIP 117503,HR  9024,Gaia DR2 2879545297298063488,Gaia DR3 2879545297298063488
V* OX Pup,07 47 05.7565,-39 19 51.585,-20.208,16.135,6.322,5.4198,A,,,HD  63401,SAO 198435,HIP 37982,HR  3032,Gaia DR2 5538408195612899584,Gaia DR3 5538408195612899584
V* OY Peg,22 07 29.9665,+18 00 02.567,23.505,-33.096,6.35,2.9775,M,,,HD 210090,SAO 107676,HIP 109212,HR  8436,Gaia DR2 1776240801082118528,Gaia DR3 1776240801082118528
V* PR Pup,07 14 46.0175,-46 50 58.816,-9.38,0.09,5.715,7.3687,A,,,HD  56455,SAO 218570,HIP 35029,HR  2761,Gaia DR2 5509009488062151808,Gaia DR3 5509009488062151808
V* PS Vul,19 43 55.9721,+27 08 07.459,-1.421,-6.61,6.364,1.32,K,,,HD 186519|HD 186518,SAO  87640,HIP 97091,HR  7508,Gaia DR2 2028058994291893888,Gaia DR3 2028058994291893888
V* PT Peg,22 21 00.0577,+26 56 06.578,14.594,-8.12,6.48,4.4029,M,,,HD 212047,SAO  90437,HIP 110346,HR  8517,Gaia DR2 1881681217407673088,Gaia DR3 1881681217407673088
V* PT Pup,07 36 41.0352,-19 42 08.425,-6.445,3.783,5.699,1.5724,B,,,HD  61068,SAO 153149,HIP 37036,HR  2928,Gaia DR2 5716409335624704768,Gaia DR3 5716409335624704768
V* PU Aur,05 18 15.6972,+42 47 31.596,18.722,-30.38,5.65,5.4835,M,,,HD  34269,SAO  40214,HIP 24738,HR  1722,Gaia DR2 207274026493089024,Gaia DR3 207274026495027712
V* PW Tel,19 33 21.6223,-45 16 18.394,-17.146,-24.625,5.583,8.2532,A,,,HD 183806,SAO 229741,HIP 96178,HR  7416,Gaia DR2 6663795764389114624,Gaia DR3 6663795764390026880
V* PX Pup,07 56 22.7221,-30 17 04.454,-1.859,-14.795,6.4,2.4158,M,,,HD  65183,SAO 198609,HIP 38792,HR  3099,Gaia DR2 5597142972899118080,Gaia DR3 5597142972899118080
V* PY Pup,08 00 28.9608,-48 52 18.354,-6.116,2.072,6.107,2.3113,B,,,HD  66255,SAO 219292,HIP 39153,HR  3151,Gaia DR2 5517558431490787584,Gaia DR3 5517558431490787584
V* QQ Tel,19 39 41.7793,-45 16 42.787,-22.16,5.375,6.26,9.8017,F,,,HD 185139,SAO 229800,HIP 96721,HR  7461,Gaia DR2 6684785888040377472,Gaia DR3 6684785888040377472
V* QS Aql,19 41 05.5283,+13 48 56.450,-0.04,-11.47,5.99,0.49,B,,,HD 185936,SAO 105132,HIP 96840,HR  7486,Gaia DR2 4317157059905694592,Gaia DR3 4317157059905694592
V* QS Pup,07 49 12.8625,-46 51 27.787,-4.652,9.147,5.805,2.5838,B,,,HD  63949,SAO 219034,HIP 38159,HR  3058,Gaia DR2 5530577267638216832,Gaia DR3 5530577267638216832
V* QT Hya,11 27 58.6721,-35 19 43.862,10.17,-1.125,6.42,2.6238,K,,,HD  99712,SAO 202478,HIP 55953,HR  4420,Gaia DR2 5398536637078578048,Gaia DR3 5398536637078578048
V* QU Pup,07 51 40.3580,-42 53 17.533,-6.324,7.678,6.032,1.7592,B,,,HD  64365,SAO 219076,HIP 38370,HR  3078,Gaia DR2 5532548142233447424,Gaia DR3 5532548142233447424
V* QY Nor,16 04 21.3204,-53 42 37.392,-4.099,-11.286,6.47,4.2772,B,,,HD 143658,SAO 243296,HIP 78731,,Gaia DR2 5932866131031997696,Gaia DR3 5932866135399824256
V* QY Pup,07 47 38.5262,-15 59 26.481,-2.017,3.596,6.309,0.3197,K,,,HD  63302,SAO 153404,HIP 38031,HR  3026,Gaia DR2 5718988927343132800,Gaia DR3 5718988927344562944
V* QY Ser,15 54 34.6121,+20 18 39.483,-82.922,42.62,5.44,5.0022,K,,,HD 142574,SAO  84070,HIP 77902,HR  5924,Gaia DR2 1204252995223889536,Gaia DR3 1204252999521310592
V* R Aql,19 06 22.2510,+08 13 48.012,4.311,-68.766,6.09,4.2779,M,,,HD 177940,SAO 124266,HIP 93820,HR  7243,Gaia DR2 4307450193249412352,Gaia DR3 4307450193249412352
V* R Boo,14 37 11.5761,+26 44 11.656,-25.537,11.968,6.2,1.5204,M,,,HD 128609,SAO  83440,HIP 71490,,Gaia DR2 1279554668255201152,Gaia DR3 1279554668255201152
V* R Car,09 32 14.5961,-62 47 20.002,-36.291,19.535,6.1,5.5018,M,,,HD  82901,SAO 250614,HIP 46806,HR  3816,Gaia DR2 5250535985367521920,Gaia DR3 5250535985379773184
V* R Cas,23 58 24.8682,+51 23 19.713,82.847,17.485,4.8,5.7423,M,,,HD 224490,SAO  35938,HIP 118188,HR  9066,Gaia DR2 1944073004731198336,Gaia DR3 1944073004732961152
V* R CMa,07 19 28.1785,-16 23 42.895,165.693,-138.852,5.7,23.1638,F,,,HD  57167,SAO 152724,HIP 35487,HR  2788,Gaia DR2 3030977013710528768,Gaia DR3 3030977013710528768
V* R CrB,15 48 34.4154,+28 09 24.295,-2.898,-11.703,5.71,1.4366,G,,,HD 141527,SAO  84015,HIP 77442,HR  5880,Gaia DR2 1224565824009017600,Gaia DR3 1224565824009709312
V* R Cru,12 23 37.6899,-61 37 44.852,-10.105,-0.73,6.42,1.0622,F,,,HD 107805,SAO 251878,HIP 60455,,Gaia DR2 6054935874793666176,Gaia DR3 6054935874795049216
V* R Cyg,19 36 49.3579,+50 11 59.727,-4.194,-6.273,6.1,1.6748,S,,,HD 185456,SAO  31822,,,Gaia DR2 2135109439204739200,Gaia DR3 2135109439204739200
V* R Dor,04 36 45.5912,-62 04 37.797,-69.36,-75.78,5.4,18.31,M,,P Dorado,HD  29712,SAO 249066,HIP 21479,HR  1492,,Gaia DR3 4677205714465503104
V* R Hya,13 29 42.7801,-23 16 52.751,-54.213,11.794,4.97,6.7355,M,,,HD 117287,SAO 181695,HIP 65835,HR  5080,Gaia DR2 6195030801635265152,Gaia DR3 6195030801635544704
V* R Mus,12 42 05.0260,-69 24 27.197,-4.344,-2.048,6.33,1.0656,F,,,HD 110311,SAO 251996,HIP 61981,HR  4820,Gaia DR2 5855468247702904704,Gaia DR3 5855468247702904704
V* R Oct,05 26 06.1935,-86 23 17.758,0.54,31.079,6.4,1.7152,M,,,HD  40857,,HIP 25412,,Gaia DR2 4613972663311070208,Gaia DR3 4613972663311070208
V* R Pic,04 46 09.5463,-49 14 45.061,36.289,37.561,6.35,0.9613,K,,,HD  30551,SAO 216987,HIP 22170,,Gaia DR2 4784950363564470144,Gaia DR3 4784950363564470144
V* R Scl,01 26 58.0939,-32 32 35.439,-9.212,-30.813,5.72,2.5437,C,,,HD   8879,SAO 193122,HIP 6759,HR   423,Gaia DR2 5016138145186249088,Gaia DR3 5016138145186249088
V* R Sct,18 47 28.9498,-05 42 18.542,-44.4,-32.212,5.2,2.5351,K,,,HD 173819,SAO 142620,HIP 92202,HR  7066,Gaia DR2 4253353396624118656,Gaia DR3 4253353396643672448
V* R TrA,15 19 45.7128,-66 29 45.743,-5.321,-8.228,6.39,1.5432,F,,,HD 135592,SAO 253107,HIP 75018,,Gaia DR2 5824464493705913472,Gaia DR3 5824464493705913472
V* RR Lyn,06 26 25.8366,+56 17 06.346,-26.232,21.881,5.54,12.4161,K,,,HD  44691,SAO  25731,HIP 30651,HR  2291,Gaia DR2 997809280404484480,Gaia DR3 997809280404484480
V* RR Sco,16 56 37.8385,-30 34 48.211,-11.528,-8.72,6.1,3.5441,M,,,HD 152783,SAO 208221,HIP 82912,,Gaia DR2 6029292686650998016,Gaia DR3 6029292686708214016
V* RR Sgr,19 55 56.4336,-29 11 24.128,-19.2,-9.254,6.15,2.6825,M,,,HD 188378,,HIP 98077,,Gaia DR2 6750288640427640192,Gaia DR3 6750288640427640192
V* RR UMi,14 57 35.0095,+65 55 56.814,-79.457,33.561,4.54,9.8514,M,,,HD 132813,SAO  16558,HIP 73199,HR  5589,Gaia DR2 1621259036509198080,Gaia DR3 1621259036510505344
V* RS Cnc,09 10 38.7970,+30 57 47.291,-10.723,-33.822,5.95,6.649,M,,,HD  78712,SAO  61306,HIP 45058,HR  3639,Gaia DR2 699870869412972032,Gaia DR3 699870869414974336
V* RS Sgr,18 17 36.2457,-34 06 26.157,-2.946,-10.19,6.03,2.2918,B,,,HD 167647,SAO 209959,HIP 89637,HR  6833,Gaia DR2 4044610255085884800,Gaia DR3 4044610255085884800
V* RV Cae,04 28 09.4636,-41 57 35.401,-14.644,2.718,6.399,2.4402,M,,,HD  28552,SAO 216821,HIP 20856,HR  1429,Gaia DR2 4839874474064516608,Gaia DR3 4839874474064516608
V* RX Lep,05 11 22.8716,-11 50 56.713,31.527,57.631,5.68,6.0777,M,,,HD  33664,SAO 150206,HIP 24169,HR  1693,Gaia DR2 2989528414633002624,Gaia DR3 2989528414633822464
V* RX LMi,10 42 11.2689,+31 41 49.185,-1.079,-19.292,6.02,3.8407,M,,,HD  92620,SAO  62206,HIP 52366,HR  4184,Gaia DR2 736209144595699840,Gaia DR3 736209144595699840
V* RY Dra,12 56 25.9112,+65 59 39.811,12.768,-9.603,6.34,2.4891,C,,,HD 112559,SAO  15945,HIP 63152,,Gaia DR2 1678844308746410880,Gaia DR3 1678844308746410880
V* RY Sgr,19 16 32.7668,-33 31 20.340,8.957,-0.277,6.25,0.588,C,,,HD 180093,SAO 211117,HIP 94730,HR  7296,Gaia DR2 6744092754972174848,Gaia DR3 6744092754972174848
V* RZ Cas,02 48 55.5102,+69 38 03.441,2.71,37.476,6.26,15.3143,A,,,HD  17138,SAO  12445,HIP 13133,HR   815,Gaia DR2 541801332594262912,Gaia DR3 541801332594262912
V* S Ant,09 32 18.3864,-28 37 39.968,-89.375,44.049,6.45,12.6116,F,,,HD  82610,SAO 177619,HIP 46810,HR  3798,Gaia DR2 5633777360297734016,Gaia DR3 5633777360297734016
V* S Car,10 09 21.8927,-61 32 56.433,-93.671,76.999,5.71,2.1378,K,,,HD  88366,SAO 250840,HIP 49751,HR  3999,Gaia DR2 5253294179044702848,Gaia DR3 5253294179046079872
V* S CrB,15 21 23.9553,+31 22 02.584,-10.149,-12.432,5.8,2.5955,M,,,HD 136753,SAO  64652,HIP 75143,,Gaia DR2 1277100833181122816,Gaia DR3 1277100833181749760
V* S Gru,22 26 05.4746,-48 26 18.747,24.381,-5.106,6,1.789,M,,,HD 212539,,HIP 110736,,Gaia DR2 6518046392795015680,Gaia DR3 6518046392795388800
V* S Her,16 51 53.9188,+14 56 30.763,11.507,8.667,6.4,1.7125,M,,,HD 152276,SAO 102434,HIP 82516,,Gaia DR2 4557675017974465664,Gaia DR3 4557675017974465664
V* S Nor,16 18 51.8316,-57 53 59.256,-1.608,-2.136,6.49,1.0774,F,,,HD 146323,SAO 243586,HIP 79932,HR  6062,Gaia DR2 5835124087174043136,Gaia DR3 5835124087174043136
V* S Scl,00 15 22.2659,-32 02 42.967,40.065,0.136,6.2,2.0156,M,,,HD   1115,SAO 192424,HIP 1236,,Gaia DR2 2316495425756704384,Gaia DR3 2316495425756704384
V* S TrA,16 01 10.7162,-63 46 35.530,-2.386,-2.909,6.41,1.1014,F,,,HD 142941,SAO 253377,HIP 78476,HR  5939,Gaia DR2 5823134325151372032,Gaia DR3 5823134325151372032
V* ST UMa,11 27 50.3780,+45 11 06.735,-9.11,-15.157,6.28,3.058,M,,,HD  99592,SAO  43748,HIP 55936,,Gaia DR2 784579822198772352,Gaia DR3 784579822198772352
V* SU Cas,02 51 58.7511,+68 53 18.606,3.101,-8.145,5.8,2.1655,F,,,HD  17463,SAO  12472,HIP 13367,HR   829,Gaia DR2 541716257882226560,Gaia DR3 541716257882226560
